OBJECTID,Lat,Long,IPR1317_Alpha,SchoolID
1288,41.22036909,-97.57440816,313,3
1289,37.54319392,-95.52085427,239,3
1290,40.04367813,-100.067849,252,3
1291,37.69093888,-102.7951308,265,3
1292,34.66615223,-103.9946925,243,3
1293,35.61962632,-94.36018712,219,3
1294,32.97322508,-98.57913853,293,3
1295,36.83155035,-105.6421609,173,3
1296,34.8059406,-107.2549284,158,3
1297,38.18507164,-95.83994857,298,3
1298,36.98607664,-96.84116261,280,3
1299,40.91144779,-97.13868495,319,3
1300,42.95371663,-94.01188365,296,3
1301,31.59087029,-105.1165205,179,3
1302,40.42001863,-99.94501833,272,3
1303,39.7588302,-106.1504321,357,3
1304,40.63472063,-96.34282902,398,3
1305,37.25732819,-97.04990811,271,3
1306,32.94536973,-106.9688998,172,3
1307,32.83005733,-98.25824271,193,3
1308,34.07374467,-96.84502789,211,3
1309,35.22557801,-103.0786505,274,3
1310,32.69081623,-103.893119,291,3
1311,41.60932681,-98.74572084,241,3
1312,33.06851116,-97.31885138,412,3
1313,34.25370411,-95.19057094,183,3
1314,42.12305121,-101.0927716,255,3
1315,37.02479599,-99.19589372,261,3
1316,37.02479599,-99.19589372,261,3
1317,34.05128884,-95.39551816,217,3
1318,36.65008217,-102.9353647,228,3
1319,33.50705112,-94.21213392,367,3
1320,41.87904793,-100.2344989,252,3
1321,39.02140693,-103.6234897,252,3
1322,36.19558639,-106.9613541,117,3
1323,38.85147608,-105.4429857,332,3
1324,38.58986585,-98.69632571,297,3
1325,39.7488402,-99.9229913,217,3
1326,36.43067997,-95.7036193,251,3
1327,33.53172678,-94.32636018,265,3
1328,32.55409835,-106.4168672,252,3
1329,37.86307291,-100.7259152,238,3
1330,41.12959132,-106.8918224,300,3
1331,42.8249596,-105.9270423,329,3
1332,32.9531861,-103.9413922,211,3
1333,38.87155056,-98.83284135,214,3
1334,36.88899403,-106.6022836,202,3
1335,33.54432336,-95.45806185,244,3
1336,34.75365722,-105.0452233,271,3
1337,36.30918712,-102.418204,249,3
1338,32.14314258,-96.57311174,185,3
1339,31.98021606,-105.9939772,152,3
1340,37.87513986,-106.2310495,267,3
1341,37.20897065,-101.4244366,273,3
1342,34.29634106,-101.2384485,276,3
1343,32.25662542,-94.52815132,280,3
1344,39.24882862,-95.42925508,321,3
1345,33.21857491,-102.3474275,213,3
1346,39.41193892,-99.77232093,262,3
1347,38.85877575,-105.4354318,330,3
1348,32.75899781,-94.72738264,255,3
1349,36.15898634,-100.8534232,384,3
1350,36.36784231,-98.95564879,275,3
1351,34.84873756,-102.864456,278,3
1352,42.31707763,-95.51907398,310,3
1353,38.5460074,-101.4858525,262,3
1354,40.18674171,-96.2554402,219,3
1355,33.45336115,-103.5242407,228,3
1356,33.68449763,-105.4442089,167,3
1357,41.64357436,-97.55010778,254,3
1358,34.7614764,-101.2676918,302,3
1359,41.83017656,-101.5635293,237,3
1360,42.63325591,-102.0737422,199,3
1361,42.93141267,-103.5896705,249,3
1362,40.99473987,-93.94908792,236,3
1363,33.58569656,-94.75196384,214,3
1364,39.13346252,-96.52404982,302,3
1365,35.60176749,-101.5724658,288,3
1366,36.76711791,-94.89763378,209,3
1367,40.51239794,-98.32684134,295,3
1368,42.731007,-107.0933825,372,3
1369,32.20150573,-98.1431799,274,3
1370,35.87943601,-105.0144644,165,3
1371,38.78176058,-107.2238447,346,3
1372,42.70124926,-96.10634823,336,3
1373,42.14032819,-98.87690516,241,3
1374,42.49701494,-106.8649045,409,3
1375,36.42904355,-96.70775751,238,3
1376,39.27422018,-97.63900964,247,3
1377,37.62278986,-101.7076693,268,3
1378,33.12741268,-95.82383779,238,3
1379,37.11617498,-99.9855758,240,3
1380,42.18111538,-96.74647149,274,3
1381,39.05046888,-98.16534799,252,3
1382,32.84015652,-102.9618853,314,3
1383,35.97744904,-97.47931832,258,3
1384,40.39936614,-95.87611611,378,3
1385,42.20865502,-104.2574716,289,3
1386,42.20865502,-104.2574716,289,3
1387,32.7331498,-97.74278964,264,3
1388,36.62294223,-95.48927124,204,3
1389,34.85714996,-101.9478637,408,3
1390,36.20183297,-106.1045303,191,3
1391,37.28235883,-94.50784482,278,3
1392,36.95712582,-101.2266048,273,3
1393,36.95712582,-101.2266048,273,3
1394,34.10152461,-106.8207362,164,3
1395,38.09097295,-101.6471681,315,3
1396,41.04891873,-103.6607506,259,3
1397,40.18822323,-97.90154156,238,3
1398,41.88237684,-105.396809,277,3
1399,32.21366415,-97.9530568,264,3
1400,38.43334429,-105.4731623,366,3
1401,40.56744979,-103.5034612,320,3
1402,35.52951391,-97.80592554,375,3
1403,35.74132367,-100.6565654,318,3
1404,40.09987614,-102.1844216,257,3
1405,34.38679593,-101.7233368,192,3
1406,37.42387026,-104.7384114,244,3
1407,33.82406431,-97.96710435,239,3
1408,40.49068452,-105.376,351,3
1409,32.82654772,-101.343757,242,3
1410,41.38863936,-96.33520557,412,3
1411,41.280689,-98.8661343,239,3
1412,41.92537054,-100.7862242,254,3
1413,41.19070683,-100.9482846,323,3
1414,31.67035203,-105.9350507,120,3
1415,35.30771592,-100.9568467,291,3
1416,31.65175951,-94.35619992,210,3
1417,31.65175951,-94.35619992,210,3
1418,41.50703996,-102.216461,248,3
1419,35.56383299,-98.11300676,309,3
1420,39.45759074,-101.431667,234,3
1421,33.6340159,-99.96646684,212,3
1422,33.91512633,-94.30636985,213,3
1423,32.08089792,-102.5567404,382,3
1424,37.02403281,-94.9857698,231,3
1425,37.02403281,-94.9857698,231,3
1426,40.9385488,-97.00125632,295,3
1427,41.94647225,-100.4057223,256,3
1428,42.70962102,-99.57368507,270,3
1429,41.21926473,-97.51665479,316,3
1430,42.2281176,-97.79705434,245,3
1431,34.31906727,-102.6819227,185,3
1432,39.33498072,-105.9260922,312,3
1433,39.33498072,-105.9260922,312,3
1434,38.41741459,-102.6932257,255,3
1435,34.46071965,-103.9386451,259,3
1436,32.07399314,-95.90558741,224,3
1437,37.79463639,-99.49653272,346,3
1438,39.1873358,-107.3669718,410,3
1439,39.1873358,-107.3669718,410,3
1440,31.8558934,-96.35605362,437,3
1441,42.45605465,-107.098656,396,3
1442,34.59955148,-107.3396638,161,3
1443,32.81934575,-100.6692877,300,3
1444,36.39877276,-97.60215243,277,3
1445,39.84516921,-104.6924146,359,3
1446,37.76198001,-105.182346,269,3
1447,42.72643519,-102.8975037,315,3
1448,33.84987773,-101.6492145,286,3
1449,36.77589374,-100.4115289,243,3
1450,35.20727822,-105.5064337,236,3
1451,35.06311692,-100.5202517,256,3
1452,35.06311692,-100.5202517,256,3
1453,34.40488469,-94.32837591,157,3
1454,41.5712089,-98.65876361,238,3
1455,35.63789125,-94.31288861,229,3
1456,40.40870265,-99.61238935,335,3
1457,31.62391559,-96.81920666,218,3
1458,31.62391559,-96.81920666,218,3
1459,36.74345103,-104.6199631,165,3
1460,36.74345103,-104.6199631,165,3
1461,42.92668762,-106.8778319,341,3
1462,42.4923278,-96.78166461,253,3
1463,39.91919411,-96.88091853,287,3
1464,34.50762164,-96.70878737,234,3
1465,36.32764345,-106.8422088,144,3
1466,36.71047534,-94.83676351,220,3
1467,39.00849202,-105.6081928,319,3
1468,38.14752503,-100.7224792,240,3
1469,38.14752503,-100.7224792,240,3
1470,38.11688573,-105.1899206,255,3
1471,38.51887359,-104.9141793,250,3
1472,32.60586916,-104.8206777,324,3
1473,38.42344796,-97.57617669,258,3
1474,36.24451963,-101.7649331,366,3
1475,39.54065191,-102.7318473,235,3
1476,39.54065191,-102.7318473,235,3
1477,33.24340728,-104.6584761,178,3
1478,33.94953216,-100.7940312,226,3
1479,33.25697726,-101.3651736,226,3
1480,33.24813107,-103.7017922,237,3
1481,33.64764445,-97.5710516,269,3
1482,41.26038437,-96.81732238,266,3
1483,36.97311781,-106.8945045,200,3
1484,40.41373433,-107.1832676,268,3
1485,37.92625712,-105.2431312,264,3
1486,41.01256335,-107.5682751,295,3
1487,42.51295039,-100.2925197,258,3
1488,34.62434442,-106.7861652,152,3
1489,42.73183504,-105.9642563,325,3
1490,41.02858829,-104.485507,414,3
1491,41.02858829,-104.485507,414,3
1492,40.72163345,-97.35355058,279,3
1493,34.36031521,-107.1485939,164,3
1494,32.09492033,-93.90517408,269,3
1495,36.78086584,-107.2643917,234,3
1496,41.78919417,-98.36077035,240,3
1497,35.31713164,-100.3746286,240,3
1498,38.296216,-105.2850632,278,3
1499,37.30103647,-103.8160841,246,3
1500,41.5214649,-94.52612931,262,3
1501,42.27167703,-100.3567251,254,3
1502,39.92826012,-93.98258731,271,3
1503,41.95968584,-101.2445863,278,3
1504,37.4339447,-94.89096116,255,3
1505,39.56044407,-99.15295221,266,3
1506,32.31904516,-101.8003685,296,3
1507,32.55265551,-106.9489046,181,3
1508,41.86245727,-95.17948981,272,3
1509,39.48221552,-105.1588549,566,3
1510,38.86743506,-97.1663894,220,3
1511,35.80713746,-105.2536486,170,3
1512,41.48157351,-106.0354607,340,3
1513,36.2492721,-104.2493974,173,3
1514,36.62262865,-97.91957108,328,3
1515,33.63646245,-99.17132719,245,3
1516,38.14436966,-94.51982048,291,3
1517,35.55277475,-100.5752709,287,3
1518,38.03615492,-100.0191507,307,3
1519,38.98980767,-105.1049187,330,3
1520,33.27869879,-105.7055104,116,3
1521,38.50861044,-104.176216,185,3
1522,38.50861044,-104.176216,185,3
1523,39.18842084,-96.04685474,232,3
1524,42.53766993,-103.4038007,250,3
1525,42.19127107,-102.64026,295,3
1526,42.42851978,-99.50732935,256,3
1527,42.42851978,-99.50732935,256,3
1528,32.56079105,-99.32703254,259,3
1529,32.37431448,-107.2884575,156,3
1530,31.40958874,-102.5741217,246,3
1531,31.40958874,-102.5741217,246,3
1532,38.55143566,-107.5195129,264,3
1533,36.80876579,-99.65042394,274,3
1534,38.05030095,-95.58918474,192,3
1535,41.51041946,-93.81188106,669,3
1536,32.23283904,-104.085158,304,3
1537,34.97744725,-101.1437802,276,3
1538,34.88453724,-98.58773363,286,3
1539,32.23701079,-97.72414484,331,3
1540,38.69510068,-98.73209684,282,3
1541,41.87325237,-105.6690016,353,3
1542,37.0661694,-98.9109778,281,3
1543,34.56551222,-98.5609853,404,3
1544,33.51309922,-98.96389823,261,3
1545,37.27197355,-97.36828203,316,3
1546,39.51580483,-106.4443323,371,3
1547,34.73992093,-102.4498296,188,3
1548,34.62415783,-107.0815127,169,3
1549,34.62415783,-107.0815127,169,3
1550,41.337504,-104.1192878,323,3
1551,42.75266738,-100.0096555,267,3
1552,39.50422985,-104.587193,500,3
1553,32.34088497,-100.0255591,381,3
1554,38.5705786,-96.63145791,289,3
1555,42.09801429,-104.8627221,375,3
1556,37.3350932,-97.66720809,340,3
1557,40.82968396,-100.9532381,312,3
1558,38.06535766,-101.2818251,288,3
1559,40.17162375,-95.91067521,275,3
1560,42.76892497,-106.6847091,395,3
1561,39.97470249,-100.6319824,233,3
1562,32.02619237,-94.95869941,245,3
1563,33.80195704,-95.82783402,251,3
1564,40.67813137,-97.01442446,308,3
1565,39.49188878,-101.7594584,234,3
1566,36.35020831,-101.4650787,260,3
1567,40.45786659,-101.2955986,234,3
1568,31.77915515,-93.78395369,282,3
1569,36.56442139,-107.5321209,144,3
1570,32.99504252,-102.8708093,278,3
1571,33.24399089,-107.2868533,174,3
1572,35.53565274,-96.35809495,201,3
1573,42.21707536,-104.5696112,284,3
1574,39.62001771,-105.5608175,417,3
1575,36.12757968,-99.99146639,203,3
1576,33.58171991,-106.195016,194,3
1577,38.87654768,-94.44169044,513,3
1578,41.83391165,-95.82425573,273,3
1579,41.78062654,-103.7147744,250,3
1580,34.2210798,-97.58249382,113,3
1581,34.6776682,-104.3101519,244,3
1582,34.56571136,-102.9983845,289,3
1583,38.90727266,-103.2344477,236,3
1584,39.77932776,-97.26661773,237,3
1585,39.77932776,-97.26661773,237,3
1586,36.13327109,-102.8790773,230,3
1587,40.99894343,-100.5429752,419,3
1588,34.18110037,-102.7721966,178,3
1589,40.59915429,-95.62074757,212,3
1590,37.73609165,-104.5138147,255,3
1591,38.95355077,-93.9764952,175,3
1592,39.73881291,-100.1927462,213,3
1593,35.48383239,-95.91305182,228,3
1594,38.14692664,-102.2891748,227,3
1595,41.53277941,-107.1342897,310,3
1596,40.5683313,-103.6710917,356,3
1597,41.89225916,-103.6776878,368,3
1598,37.860236,-106.2544527,264,3
1599,35.08461981,-99.46418599,263,3
1600,42.42007793,-105.7716218,362,3
1601,37.86941791,-105.4341785,250,3
1602,31.64980371,-97.00968601,191,3
1603,31.64980371,-97.00968601,191,3
1604,35.51181039,-96.61760536,235,3
1605,31.47999492,-102.3459589,249,3
1606,31.47999492,-102.3459589,249,3
1607,40.48790133,-105.1894087,394,3
1608,32.44246038,-103.369792,209,3
1609,39.96179808,-102.1047571,247,3
1610,39.53463841,-95.01006085,259,3
1611,35.23359485,-101.037938,291,3
1612,35.95899231,-103.0263599,236,3
1613,38.86192592,-97.1349585,188,3
1614,35.04318725,-98.39519598,151,3
1615,42.25623965,-102.7232359,318,3
1616,42.25623965,-102.7232359,318,3
1617,41.42998938,-95.31719487,453,3
1618,41.54812078,-103.3298975,238,3
1619,38.21949279,-101.7835885,307,3
1620,32.96237593,-102.1693234,286,3
1621,38.27343986,-102.5941305,247,3
1622,32.28385508,-94.79762109,255,3
1623,32.96092973,-102.9883461,286,3
1624,36.17312114,-96.27336269,223,3
1625,38.54379405,-98.07016314,290,3
1626,36.32275546,-96.14453778,276,3
1627,36.96894351,-96.86111817,266,3
1628,35.29760019,-94.03587998,173,3
1629,35.88621744,-104.7599693,166,3
1630,41.61288913,-94.66375695,270,3
1631,32.57456997,-101.9815792,247,3
1632,35.55446907,-94.45797999,204,3
1633,34.22513503,-95.27665872,184,3
1634,42.40482783,-107.0748846,352,3
1635,42.30759797,-99.70047749,244,3
1636,38.37895195,-96.22477056,202,3
1637,37.41035922,-103.7355047,243,3
1638,34.14888243,-100.4046053,234,3
1639,34.14888243,-100.4046053,234,3
1640,40.69999828,-99.52718352,284,3
1641,35.32040745,-106.2778945,325,3
1642,38.82771936,-99.22717405,250,3
1643,37.89910991,-99.74668538,265,3
1644,31.6599732,-101.5515526,297,3
1645,41.93881955,-93.88465332,427,3
1646,35.25005303,-102.0901223,490,3
1647,40.63906204,-98.12897488,229,3
1648,37.50810656,-99.85021675,221,3
1649,32.54028398,-100.6804093,297,3
1650,42.20564118,-101.0921043,256,3
1651,39.94887204,-98.786437,233,3
1652,33.27861695,-96.69047672,529,3
1653,39.91738586,-100.7247994,240,3
1654,35.8363264,-97.97795885,368,3
1655,40.57730115,-104.6855908,289,3
1656,38.96036925,-96.43747658,300,3
1657,36.54051538,-106.8365268,234,3
1658,36.54051538,-106.8365268,234,3
1659,37.76923989,-97.59403923,407,3
1660,36.38114529,-93.97443783,269,3
1661,33.13626495,-96.50695779,237,3
1662,37.63193874,-107.4418078,346,3
1663,34.8918983,-96.64978071,252,3
1664,42.32131494,-100.3663832,247,3
1665,39.14409055,-98.85930828,249,3
1666,32.0770518,-96.7149264,181,3
1667,37.7820851,-96.01740511,194,3
1668,36.87386451,-98.96866602,299,3
1669,32.51020973,-106.1160658,233,3
1670,32.6267798,-100.4110131,291,3
1671,32.75125175,-102.5763897,287,3
1672,31.36661028,-103.6623739,226,3
1673,31.36661028,-103.6623739,226,3
1674,41.50839528,-99.8060808,241,3
1675,31.49068614,-105.0665395,179,3
1676,31.7815463,-103.5845356,260,3
1677,41.49486086,-106.6271801,307,3
1678,37.79159895,-97.84561934,267,3
1679,38.20718265,-96.19950068,225,3
1680,39.75266417,-107.3958298,353,3
1681,38.95723232,-104.5591075,390,3
1682,34.00707021,-105.7120673,202,3
1683,36.55082713,-101.7350477,257,3
1684,32.85177724,-105.6589141,209,3
1685,42.36983116,-107.5361941,313,3
1686,40.31577798,-97.42063138,268,3
1687,37.31400052,-107.4292989,331,3
1688,37.31400052,-107.4292989,331,3
1689,34.756202,-107.5404481,173,3
1690,40.65031163,-105.2827967,319,3
1691,32.04840172,-105.8902156,145,3
1692,37.61387279,-96.79420711,256,3
1693,33.7185867,-107.0260057,174,3
1694,39.84322762,-96.09868166,288,3
1695,32.74970151,-97.70148663,516,3
1696,32.83988249,-96.49025824,557,3
1697,38.23436202,-104.7554738,348,3
1698,39.6622322,-97.67385593,234,3
1699,36.51457638,-105.5238475,171,3
1700,37.44914629,-99.52268202,242,3
1701,35.73763105,-98.66943034,327,3
1702,38.27241785,-103.1517272,170,3
1703,36.79644327,-104.9388998,175,3
1704,34.9249941,-101.3515464,345,3
1705,34.35033282,-102.5565808,189,3
1706,35.77191587,-95.30833146,257,3
1707,33.71627734,-103.9132728,248,3
1708,38.49978747,-94.33438456,323,3
1709,36.46608745,-97.99342585,467,3
1710,40.32367891,-99.27070248,283,3
1711,33.09993564,-103.5127642,246,3
1712,34.78460739,-95.9742453,206,3
1713,35.56576974,-100.1909852,322,3
1714,36.55067103,-105.0445116,160,3
1715,41.45467424,-99.88949947,246,3
1716,33.5467095,-107.119487,176,3
1717,37.46844523,-98.17817315,304,3
1718,41.62893494,-94.40223106,327,3
1719,42.93417254,-97.26214838,272,3
1720,42.35582928,-102.1676575,260,3
1721,41.71726461,-102.0012966,276,3
1722,37.91123792,-101.0794521,264,3
1723,42.22575516,-105.3991868,322,3
1724,32.94425041,-106.7972477,167,3
1725,32.94425041,-106.7972477,167,3
1726,34.74032733,-101.3492143,294,3
1727,39.40573367,-107.5145598,325,3
1728,31.89011918,-101.7453691,328,3
1729,32.86842235,-105.1998018,203,3
1730,42.06802503,-94.66920489,379,3
1731,37.93960575,-96.06244076,195,3
1732,32.34796561,-98.90936034,216,3
1733,33.20193833,-104.9601123,212,3
1734,32.03058203,-103.2827801,282,3
1735,40.41859734,-94.01920189,196,3
1736,34.63790876,-99.09587312,261,3
1737,33.05750432,-95.70830256,250,3
1738,37.37416387,-103.8527778,252,3
1739,34.62330491,-98.67820964,347,3
1740,37.74369364,-104.1776103,244,3
1741,39.57126727,-98.71703763,248,3
1742,36.2139296,-100.9471284,336,3
1743,33.42842372,-106.1867859,204,3
1744,40.6566436,-106.3557513,375,3
1745,42.2031653,-99.63250686,240,3
1746,35.04781794,-97.54881371,304,3
1747,32.9873472,-100.634098,298,3
1748,37.11872598,-107.0144892,267,3
1749,41.39569909,-93.81901507,404,3
1750,43.06846514,-104.9979239,332,3
1751,41.83254953,-107.1135263,316,3
1752,41.64022407,-96.21517438,301,3
1753,40.05643835,-93.86084111,176,3
1754,37.51269049,-95.91033375,200,3
1755,32.14031996,-101.9718119,325,3
1756,32.3233311,-105.6866071,207,3
1757,42.20708992,-104.9198166,325,3
1758,42.16591776,-95.3370632,275,3
1759,35.50654953,-98.54592321,340,3
1760,41.2864744,-106.5175264,304,3
1761,37.93257862,-95.72354761,215,3
1762,40.50127381,-107.3417745,266,3
1763,39.82493963,-100.6862977,248,3
1764,34.03120381,-106.9478117,173,3
1765,34.03120381,-106.9478117,173,3
1766,42.20586641,-99.21925774,244,3
1767,33.68144597,-105.3335552,166,3
1768,42.6920692,-103.5472636,250,3
1769,37.5277753,-100.5047966,269,3
1770,34.6905095,-99.05770821,237,3
1771,33.90506655,-101.187598,202,3
1772,42.49612085,-102.4443055,257,3
1773,38.63078747,-101.5162298,268,3
1774,32.21608837,-94.29401386,183,3
1775,36.00615927,-103.2102731,217,3
1776,33.60446364,-105.9030562,175,3
1777,35.43582003,-103.6717984,212,3
1778,37.17887039,-105.8579619,183,3
1779,37.67617573,-103.3468575,230,3
1780,33.20254837,-107.2836466,174,3
1781,40.51462241,-104.4400377,297,3
1782,40.51462241,-104.4400377,297,3
1783,39.40999262,-103.7163227,245,3
1784,40.67690499,-84.09842926,221,3
1785,36.44765713,-89.74284601,168,3
1786,32.54934997,-86.23459625,298,3
1787,37.53405391,-84.8270478,235,3
1788,37.06982838,-87.69460841,201,3
1789,33.6539316,-89.42464421,234,3
1790,31.95405062,-82.57673517,212,3
1791,42.29733101,-91.03764418,360,3
1792,41.61448741,-80.51628897,253,3
1793,42.00378308,-84.31522522,250,3
1794,33.82351455,-81.47014976,137,3
1795,33.95167617,-85.83514041,260,3
1796,35.43209558,-87.40906281,220,3
1797,40.10768858,-82.67180882,446,3
1798,35.63476038,-90.79006881,238,3
1799,38.64221567,-91.13400866,389,3
1800,40.43792099,-90.63143117,320,3
1801,36.39895679,-93.03860721,230,3
1802,38.425909,-80.16292313,208,3
1803,39.92884097,-82.68907576,409,3
1804,40.29982942,-89.92560803,232,3
1805,33.44637919,-81.61225411,310,3
1806,41.18160771,-90.99885736,217,3
1807,41.79931882,-92.59127601,308,3
1808,32.20090849,-82.08395702,239,3
1809,42.17844388,-84.25524211,334,3
1810,35.74302206,-81.49014185,217,3
1811,39.17659499,-85.7428694,321,3
1812,35.97490357,-91.13875336,184,3
1813,31.48725533,-90.45432129,259,3
1814,31.48725533,-90.45432129,259,3
1815,32.8538779,-84.69095799,253,3
1816,42.12778082,-91.87345588,422,3
1817,36.09835039,-85.34821656,229,3
1818,34.79049135,-90.7532798,231,3
1819,36.82428155,-93.33820151,240,3
1820,38.1231091,-88.09201449,285,3
1821,36.83426506,-90.27829991,186,3
1822,37.00216308,-86.71643396,207,3
1823,39.17377281,-82.31201575,237,3
1824,32.56716135,-84.12249606,191,3
1825,39.18917861,-80.84550136,214,3
1826,32.68372643,-80.20364004,424,3
1827,39.82786133,-92.197126,264,3
1828,41.84444474,-92.37581219,271,3
1829,33.30028679,-81.93112467,198,3
1830,42.43312049,-84.86552014,291,3
1831,37.77728582,-83.86184805,167,3
1832,39.67973956,-87.82557071,284,3
1833,35.25710796,-86.93265796,250,3
1834,33.2048686,-85.0163076,241,3
1835,37.07345109,-86.88242558,213,3
1836,33.84984834,-86.07227339,288,3
1837,31.891421,-81.41436075,272,3
1838,39.24580726,-86.73793574,271,3
1839,39.24580726,-86.73793574,271,3
1840,39.36549761,-90.38367476,236,3
1841,40.23885449,-86.73375239,271,3
1842,41.11156523,-93.29121677,336,3
1843,32.27103386,-90.31268543,220,3
1844,36.38559974,-86.02540942,239,3
1845,34.8913332,-86.06515245,242,3
1846,31.40714163,-88.53764262,185,3
1847,31.40714163,-88.53764262,185,3
1848,42.93430115,-85.81372321,401,3
1849,38.28422017,-92.72261376,245,3
1850,37.74062729,-85.91504647,310,3
1851,42.22633176,-93.75602921,353,3
1852,33.54289966,-89.00354544,214,3
1853,41.01797208,-89.83160419,334,3
1854,36.42213358,-85.76446929,185,3
1855,38.2466536,-91.10779185,295,3
1856,35.85220187,-82.13263822,182,3
1857,34.8624719,-87.36345275,265,3
1858,37.36255246,-85.58747513,223,4
1859,35.98129118,-90.77894306,211,4
1860,34.13858519,-92.53278405,231,4
1861,37.26890314,-93.65806317,261,4
1862,33.13946401,-89.86085024,123,4
1863,32.86530199,-88.1843146,141,4
1864,32.96203748,-86.54247794,305,4
1865,40.20226153,-92.6240586,272,4
1866,35.04090845,-83.98642209,206,4
1867,35.04090845,-83.98642209,206,4
1868,38.88126874,-89.15906557,250,4
1869,37.09853431,-81.73150064,218,4
1870,42.50438528,-83.70420127,469,4
1871,38.55104528,-90.18847281,115,4
1872,38.53209011,-92.11949572,341,4
1873,38.9560049,-86.42413626,272,4
1874,34.2415334,-84.22468088,479,4
1875,31.5812815,-93.13815516,256,4
1876,31.5812815,-93.13815516,256,4
1877,36.50850924,-87.46575194,211,4
1878,36.0712069,-80.54921207,166,4
1879,32.65306181,-85.36822145,117,4
1880,34.28365372,-81.77291317,159,4
1881,32.58174336,-92.94693644,114,4
1882,32.21778347,-89.8430634,283,4
1883,36.82000114,-80.24577528,240,4
1884,36.82000114,-80.24577528,240,4
1885,32.42614451,-84.03516943,215,4
1886,41.0871435,-81.41223974,342,4
1887,33.64705647,-80.40340021,172,4
1888,33.97767025,-83.30625575,241,4
1889,42.70424799,-83.18556006,577,4
1890,31.48822807,-88.32002511,214,4
1891,34.5352995,-89.36156921,224,4
1892,37.45822887,-91.28577259,212,4
1893,36.20257454,-92.57237626,228,4
1894,38.97983195,-83.21531156,211,4
1895,33.7936139,-83.8553687,279,4
1896,40.21990287,-91.88983833,233,4
1897,40.70896246,-84.28919817,383,4
1898,39.81747586,-90.47376342,309,4
1899,41.56525377,-89.79053917,295,4
1900,39.15366591,-91.32702002,246,4
1901,35.40608245,-80.19635636,228,4
1902,38.40182873,-89.51795952,372,4
1903,39.18684721,-90.30244448,341,4
1904,39.18684721,-90.30244448,341,4
1905,32.99485127,-82.65465301,174,4
1906,32.80863984,-89.41676823,190,4
1907,31.60692807,-84.17318448,171,4
1908,40.81187113,-82.74589718,317,4
1909,37.34380145,-84.83175752,183,4
1910,33.35221497,-92.1525766,227,4
1911,33.42901366,-91.69313425,244,4
1912,38.57986682,-89.28567399,431,4
1913,33.53907307,-90.21515685,140,4
1914,38.17494077,-82.19870755,162,4
1915,37.11482565,-80.95156593,245,4
1916,35.66054307,-85.8026408,283,4
1917,35.64823478,-91.82375637,205,4
1918,36.87626159,-90.60892727,218,4
1919,37.55060082,-89.11451765,321,4
1920,35.44924688,-80.86012758,506,4
1921,39.11274171,-89.45985881,269,4
1922,35.78824271,-88.13023415,196,4
1923,32.92337416,-89.64329927,188,4
1924,31.2894214,-89.59682201,254,4
1925,40.3660658,-93.64399465,198,4
1926,41.8522744,-93.45700346,412,4
1927,32.37377902,-80.79386755,217,4
1928,33.86607295,-84.84110828,303,4
1929,31.71822608,-86.79132659,171,4
1930,41.59570479,-83.30933703,381,4
1931,38.79579543,-84.42813932,301,4
1932,31.83878509,-87.07532422,144,4
1933,34.09935782,-83.36136113,210,4
1934,32.17043047,-85.20741718,205,4
1935,31.40073123,-84.41596191,236,4
1936,35.67910676,-90.82173969,265,4
1937,37.84410242,-82.25989067,190,4
1938,36.87404375,-86.61438162,253,4
1939,40.12135924,-85.42281309,280,4
1940,32.8886938,-89.54108349,220,4
1941,32.95556715,-81.64024723,201,4
1942,42.03241194,-80.17376921,479,4
1943,34.60086305,-89.32779219,185,4
1944,39.13275751,-89.35561973,245,4
1945,36.24033964,-81.06652436,204,4
1946,37.08735292,-90.88957113,261,4
1947,32.38022833,-82.186245,170,4
1948,36.70808506,-89.98782563,237,4
1949,31.39612416,-85.9211385,234,4
1950,37.30487961,-87.19464269,200,4
1951,32.69297519,-93.34455269,153,4
1952,37.79511374,-93.36628349,185,4
1953,39.26612217,-91.53702207,229,4
1954,38.63599682,-85.12590461,265,4
1955,41.93875792,-80.04692429,282,4
1956,41.21016734,-84.59610383,217,4
1957,33.06223996,-85.33543925,212,4
1958,36.38118272,-92.47458732,196,4
1959,33.79453109,-80.36544557,177,4
1960,33.12784192,-85.55780633,205,4
1961,39.7491313,-93.18580206,290,4
1962,39.7491313,-93.18580206,290,4
1963,32.08421927,-92.93113808,226,4
1964,32.07915948,-86.74821094,141,4
1965,34.54572784,-93.06239616,156,4
1966,33.13170668,-93.12006615,343,4
1967,41.48577527,-80.33106766,196,4
1968,36.32499998,-87.00481771,247,4
1969,32.60328585,-80.09411186,487,4
1970,35.22504191,-82.51256761,282,4
1971,39.78996096,-80.8499978,207,4
1972,38.00261653,-85.27967675,325,4
1973,32.97606593,-89.78647168,108,4
1974,41.80080645,-92.29169977,279,4
1975,36.49701595,-93.09166548,225,4
1976,37.35173864,-91.31149804,201,4
1977,38.75366628,-91.01123974,251,4
1978,35.53504788,-83.62103335,201,4
1979,35.7996624,-92.1633756,218,4
1980,35.96633367,-93.07975911,183,4
1981,42.4208428,-83.65392891,474,4
1982,42.38537878,-84.50598463,315,4
1983,33.38869687,-83.02814079,193,4
1984,40.59790892,-84.94411899,219,4
1985,32.38637617,-86.79175992,197,4
1986,40.34227739,-85.59332693,329,4
1987,35.82563461,-81.42383506,246,4
